ID,Name,Rating
1,Red Hat Linux 8 Bible [With 3 CDROMs],3
1,No Ordinary Moments: A Peaceful Warrior's Guide to Daily Life,5
1,Their Eyes Were Watching God,4
1,"Dust (Silo, #3)",4
1,The Iliad,4
1,"Red Mars (Mars Trilogy, #1)",4
1,Microserfs,4
1,They Call Me Coach,5
1,Giants of Enterprise: Seven Business Innovators and the Empires They Built,3
1,"The Celestine Prophecy (Celestine Prophecy, #1)",4
1,Raising the Bar: Integrity and Passion in Life and Business: The Story of Clif Bar Inc.,4
1,As I Lay Dying,2
1,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,5
1,"The Bourne Identity (Jason Bourne, #1)",4
1,Fahrenheit 451,5
1,Jack: Straight from the Gut,3
1,Boyd: The Fighter Pilot Who Changed the Art of War,4
1,Artemis,3
1,"The Bourne Supremacy (Jason Bourne, #2)",4
1,Inventing L.A.: The Chandlers and Their Times,5
1,"Heir to the Empire (Star Wars: The Thrawn Trilogy, #1)",3
1,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",5
1,"Neuromancer (Sprawl, #1)",4
1,A Game of Thrones (A Song of Ice and Fire #1),5
1,"Iron War: Dave Scott, Mark Allen, & the Greatest Race Ever Run",4
1,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",5
1,Starship Troopers,4
1,My Life,5
1,"Watership Down (Watership Down, #1)",5
1,Way of the Peaceful Warrior,5
1,"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",4
1,"Neverwhere (London Below, #1)",4
1,Post Captain (Aubrey & Maturin #2),5
1,Into the Wild,3
1,Positioning: The Battle for Your Mind: How to Be Seen and Heard in the Overcrowded Marketplace,5
1,"Crazy Rich Asians (Crazy Rich Asians, #1)",4
1,"Unbroken: A World War II Story of Survival, Resilience and Redemption",5
1,"The Pillars of the Earth (Kingsbridge, #1)",5
1,"High Performance MySQL: Optimization, Backups, Replication & Load Balancing",5
1,James and the Giant Peach,4
1,Principles: Life and Work,5
1,"The Hobbit, or There and Back Again",5
1,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,5
1,Sphere,2
1,Islandia,5
1,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4
1,"From Russia With Love (James Bond, #5)",5
1,Island of the Blue Dolphins,4
1,Heretics of Dune (Dune Chronicles #5),4
1,"Assault at Selonia (Star Wars: The Corellian Trilogy, #2)",3
1,Born a Crime: Stories from a South African Childhood,5
1,"Speaker for the Dead (Ender's Saga, #2)",4
1,"Mystery of the Whale Tattoo (Hardy Boys, #47)",5
1,Frommer's Spain 2006,4
1,The Orphan Master's Son,3
1,"Mystery of the Flying Express (The Hardy Boys, #20)",5
1,"Doctor No (James Bond, #6)",4
1,Don't Make Me Think: A Common Sense Approach to Web Usability,4
1,Born Standing Up: A Comic's Life,4
1,Bossypants,4
1,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",5
1,Cryptonomicon,5
1,Venture Capitalists At Work: How VCs Identify And Build Billion Dollar Successes,5
1,"Fall of Giants (The Century Trilogy, #1)",4
1,Vanity Fair's How a Book is Born: The Making of The Art of Fielding,4
1,"The Big Sleep (Philip Marlowe, #1)",5
1,"The Bombay Boomerang (Hardy Boys, #49)",5
1,It's Not about the Bike: My Journey Back to Life,5
1,The Big Short: Inside the Doomsday Machine,5
1,Stardust,5
1,"The Path to Power (The Years of Lyndon Johnson, Vol 1)",5
1,Doggies: A Counting and Barking Book,5
1,"Goldfinger (James Bond, #7)",4
1,Snow Crash,4
1,My Inventions,4
1,The Obesity Code: Unlocking the Secrets of Weight Loss,5
1,DREAMERS IN DREAM CITY,5
1,The Great Train Robbery,2
1,"The Power of One (The Power of One, #1)",5
1,"Jurassic Park (Parque Jurásico, #1)",4
1,Tribe: On Homecoming and Belonging,4
1,The Catcher in the Rye,5
1,"Daemon (Daemon, #1)",3
1,His Dark Materials (His Dark Materials #1-3),5
1,Stephen Hawking's Universe,4
1,Interface,2
1,The Pragmatic Programmer: From Journeyman to Master,5
1,Treat Your Own Back,5
1,"Pleased, but not Satisfied",5
1,Free: The Future of a Radical Price,5
1,"Anne of Green Gables (Anne of Green Gables, #1)",5
1,"Slack: Getting Past Burnout, Busywork, and the Myth of Total Efficiency",4
1,Steve Jobs,5
1,The Great Gatsby,5
1,"Executive Orders (Jack Ryan, #8)",3
1,The Grapes of Wrath,3
1,Congo,2
1,Anna Karenina: Illustrated,5
1,Morgan: American Financier,3
1,"Hatchet (Brian's Saga, #1)",5
1,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",3
1,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",4
1,"Toujours Provence (Provence, #2)",4
1,Treasure Island,5
1,The Handmaid's Tale,4
1,West with the Night,5
1,Corduroy,5
1,My Family and Other Animals (Corfu Trilogy #1),5
1,Gates of Fire,5
1,Java in a Nutshell,4
1,"French Kids Eat Everything: How Our Family Moved to France, Cured Picky Eating, Banned Snacking, and Discovered 10 Simple Rules for Raising Happy, Healthy Eaters",4
1,New York 2140,4
1,Porsche 911: Perfection by Design,5
1,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",3
1,Station Eleven,5
1,Next,3
1,Gates: How Microsoft's Mogul Reinvented an Industry--and Made Himself the Richest Man in America,4
1,Mutant Message Down Under,4
1,The Call of the Wild,5
1,Web Standards Solutions: The Markup and Style Handbook,4
1,The Case Against Sugar,5
1,"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",5
1,Joel on Software,4
1,A Midsummer Night's Dream,4
1,Into Thin Air: A Personal Account of the Mount Everest Disaster,4
1,Corvette: Fifty Years,4
1,Into Africa: The Epic Adventures of Stanley & Livingstone,5
1,Aurora,4
1,"A Feast for Crows (A Song of Ice and Fire, #4)",4
1,Eyerobics: How to Improve Your Eyesight Healthy Eyes and Better Vision...the Natural Way,4
1,"The Bear and the Dragon (John Clark, #3)",3
1,Heart of Darkness,3
1,Cyrus the Unsinkable Sea Serpent,5
1,Hippos Go Berserk!,5
1,Corelli's Mandolin,5
1,The Odyssey,4
1,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,4
1,An Unquiet Mind: A Memoir of Moods and Madness,4
1,"Endymion (Hyperion Cantos, #3)",4
1,Madeline and the Bad Hat,4
1,"The Sting of the Scorpion (Hardy Boys, #58)",5
1,How Google Works,3
1,"The Lord of the Rings (The Lord of the Rings, #1-3)",5
1,"Children of the Jedi (Star Wars: The Callista Trilogy, #1)",3
1,Educated,4
1,Children of Dune (Dune Chronicles #3),4
1,Catch-22,4
1,Bitcoin: A Peer-to-Peer Electronic Cash System,5
1,"All the Pretty Horses (The Border Trilogy, #1)",4
1,Roberts: The Art Science of C,4
1,The Long Tail: Why the Future of Business Is Selling Less of More,5
1,"The Story of Doctor Dolittle (Doctor Dolittle, #1)",5
1,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy, #1-5)",5
1,1984,5
1,The Design of Everyday Things,5
1,"The Two Towers (The Lord of the Rings, #2)",5
1,Absolute Friends,2
1,"Birds, Beasts and Relatives (Corfu Trilogy #2)",5
1,Outliers: The Story of Success,4
1,Great Expectations,4
1,The 4-Hour Workweek,5
1,The Kremlin's Candidate (Red Sparrow Trilogy #3),4
1,1776,5
1,The Everything Store: Jeff Bezos and the Age of Amazon,5
1,The Trust: The Private and Powerful Family Behind The New York Times,3
1,The Truce at Bakura,3
1,"Hyperion (Hyperion Cantos, #1)",5
1,"The Tower Treasure (The Hardy Boys, #1)",5
1,"China Rich Girlfriend (Crazy Rich Asians, #2)",3
1,On the Road,4
1,"Casino Royale (James Bond, #1)",5
1,The Lost World (Jurassic Park #2),3
1,"The Dark Forest (Remembrance of Earth’s Past, #2)",5
1,The Adventures of Huckleberry Finn,5
1,"World Without End (Kingsbridge, #2)",5
1,"A Wrinkle in Time (Time Quintet, #1)",4
1,Google and the Myth of Universal Knowledge: A View from Europe,3
1,The Fall of Hyperion (Hyperion Cantos #2),4
1,"The Lost Symbol (Robert Langdon, #3)",3
1,The Very Hungry Caterpillar,5
1,Design Patterns: Elements of Reusable Object-Oriented Software,4
1,Desert Solitaire: A Season in the Wilderness,3
1,"Gorky Park (Arkady Renko, #1)",3
1,The Kite Runner,5
1,The Facebook Effect: The Inside Story of the Company That is Connecting the World,5
1,Rising Sun,3
1,The Day the Crayons Came Home,4
1,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4
1,Edge of Eternity,4
1,The Days Are Just Packed,5
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5
1,"Xenocide (Ender's Saga, #3)",4
1,"The Spy Who Loved Me (James Bond, #10)",3
1,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",4
1,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",4
1,"A Year in Provence (Provence, #1)",5
1,Year Zero,4
1,The Underground Railroad,4
1,Tales from the Mos Eisley Cantina,3
1,The Little Prince,5
1,Out of Africa,5
1,"Death's End (Remembrance of Earth’s Past, #3)",5
1,Alif the Unseen,3
1,"Zero to One: Notes on Startups, or How to Build the Future",4
1,One Hundred Years of Solitude,4
1,Caught Inside: A Surfer's Year on the California Coast,3
1,Organizing Genius: The Secrets of Creative Collaboration,4
1,Chapterhouse: Dune (Dune Chronicles #6),4
1,Deception Point,2
1,The Tale of Mr. Jeremy Fisher,5
1,The Tale of Peter Rabbit,5
1,"The Three Musketeers (The D'Artagnan Romances, #1)",5
1,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,5
1,Open Water Diver Manual,4
1,Team of Rivals: The Political Genius of Abraham Lincoln,5
1,Zoom,5
1,"Champions of the Force (Star Wars: The Jedi Academy Trilogy, #3)",3
1,The Legend of Bagger Vance: A Novel of Golf and the Game of Life,4
1,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",5
1,Lord of the Flies,5
1,Onward: How Starbucks Fought for Its Life without Losing Its Soul,3
1,Open,5
1,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",5
1,The Egg,4
1,Airframe,3
1,"The Eagle Has Landed (Liam Devlin, #1)",4
1,The Terminal Man,3
1,The Last of the Mohicans (The Leatherstocking Tales #2),5
1,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",5
1,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",5
1,S.,4
1,"Rosie Revere, Engineer",5
1,All the Light We Cannot See,4
1,One Click: Jeff Bezos and the Rise of Amazon.com,3
1,The Diamond Age,5
1,That's Not My Dinosaur...,5
1,Sapiens: A Brief History of Humankind,5
1,How Starbucks Saved My Life: A Son of Privilege Learns to Live Like Everyone Else,4
1,"Catching Fire (The Hunger Games, #2)",2
1,Death in the Afternoon,4
1,"Delivering Happiness: A Path to Profits, Passion, and Purpose",5
1,H.M.S. Surprise (Aubrey & Maturin #3),4
1,The Diary of a Young Girl,4
1,Romeo and Juliet,4
1,"The Subtle Knife (His Dark Materials, #2)",5
1,"Schoolgirls: Young Women, Self Esteem, and the Confidence Gap",4
1,The List,4
1,"The Sum of All Fears (Jack Ryan, #6)",4
1,The Tipping Point: How Little Things Can Make a Big Difference,4
1,Charlotte's Web,5
1,Adventures on the Wine Route: A Wine Buyer's Tour of France,4
1,How Tall?,3
1,Lonesome Dove,4
1,Green Eggs and Ham,5
1,The Sun Also Rises,5
1,Salt Sugar Fat: How the Food Giants Hooked Us,5
1,"Sahara (Dirk Pitt, #11)",3
1,Sacred Journey of the Peaceful Warrior,4
1,"Green Mars (Mars Trilogy, #2)",4
1,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",5
1,Advanced Rails Recipes,4
1,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",5
1,The Spy Who Came In from the Cold,5
1,"Ambush at Corellia (Star Wars: The Corellian Trilogy, #1)",3
1,Suite Française,4
1,Blink: The Power of Thinking Without Thinking,4
1,"The Masked Monkey (Hardy Boys, #51)",5
1,Sense and Sensibility,3
1,"A Time to Kill (Jake Brigance, #1)",2
1,The Fountainhead,5
1,The Intelligent Investor,5
1,"Iggy Peck, Architect",5
1,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",5
1,"The Secret of Skull Mountain (Hardy Boys, #27)",5
1,The Crystal Star,3
1,The Cuckoo's Egg,4
1,Difficult Conversations: How to Discuss What Matters Most,4
1,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",5
1,The Adventures of Sherlock Holmes,5
1,Matilda,5
1,"Wine and War: The French, the Nazis, and the Battle for France's Greatest Treasure",3
1,"The Shattered Helmet (Hardy Boys, #52)",5
1,"Master of the Senate (The Years of Lyndon Johnson, #3)",5
1,"Harry Potter and the Cursed Child (Harry Potter, #8)",3
1,The Martian,5
1,Life of Pi,5
1,"Patriot Games (Jack Ryan, #1)",5
1,A Visit from the Goon Squad,5
1,Idea Man,4
1,"The Mark on the Door (The Hardy Boys, #13)",5
1,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,5
1,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",5
1,The Alchemist,5
1,Means of Ascent: The Years of Lyndon Johnson II,5
1,Cloud Atlas,4
1,Perfume: The Story of a Murderer,4
1,Hooked: How to Build Habit-Forming Products,4
1,A Thousand Splendid Suns,5
1,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance",4
1,Endurance: Shackleton's Incredible Voyage,4
1,The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture,3
1,Remarkable Women of California,5
1,Learning Perl,4
1,The Merchant of Venice,3
1,Founders at Work: Stories of Startups' Early Days,5
1,Who's Talking Now: The Owl or the Crocodile,5
1,The Mauritius Command (Aubrey & Maturin #4),4
1,Of Mice and Men,5
1,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,5
1,The Secret Agent: A Simple Tale,3
1,A Brief History of Time,4
1,"Foundation: Redefine Your Core, Conquer Back Pain, and Move with Confidence",5
1,The Innovator's Solution: Creating and Sustaining Successful Growth,4
1,The Count of Monte Cristo,5
1,"Clear and Present Danger (Jack Ryan, #5; Jack Ryan Universe, #6)",3
1,The Secret Commonwealth (The Book of Dust #2),4
1,Seveneves,5
1,Why We Sleep: Unlocking the Power of Sleep and Dreams,5
1,The Secret Garden,5
1,The Courtship of Princess Leia,3
1,Digital Fortress,2
1,"Master and Commander (Aubrey & Maturin, #1)",5
1,Astrophysics for People in a Hurry,3
1,The Sisters Brothers,3
1,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4
1,The Da Vinci Code,4
1,Forever on: A Novel of Silicon Valley,5
1,The Sixth Extinction: An Unnatural History,3
1,Dead Wake: The Last Crossing of the Lusitania,4
1,Old Yeller,4
1,"Diamonds Are Forever (James Bond, #4)",4
1,"Ender's Game (Ender's Saga, #1)",5
1,"Rich People Problems (Crazy Rich Asians, #3)",3
1,"Without Remorse (John Clark, #1; Jack Ryan Universe Publication Order #6)",3
1,"I, Robot (Robot, #0.1)",5
1,The Way Things Work,5
1,The Mamba Mentality: How I Play,4
1,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",5
1,Sway: The Irresistible Pull of Irrational Behavior,4
1,2016 on Goodreads,5
1,2018 on Goodreads,4
1,Surfing the Himalayas: A Spiritual Adventure,3
1,21 Lessons for the 21st Century,4
1,The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,5
1,Wooden: A Lifetime of Observations and Reflections On and Off the Court,4
1,"The Jungle Pyramid (Hardy Boys, #56)",5
1,"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume I: Strategic Play",4
1,The Snows of Kilimanjaro and Other Stories,3
1,"The Firebird Rocket (Hardy Boys, #57)",5
1,"Wool Omnibus (Silo, #1)",4
1,Palace of Treason (Red Sparrow Trilogy #2),3
1,"The Man in the Iron Mask (The D'Artagnan Romances, #3.4)",3
1,"Rich Dad, Poor Dad",4
1,Winter of the World (The Century Trilogy #2),5
1,"The Fellowship of the Ring (The Lord of the Rings, #1)",5
1,The Snowball: Warren Buffett and the Business of Life,5
1,The Firm,4
1,"The Man With the Golden Gun (James Bond, #13)",5
1,The Water Princess,5
1,Paris to the Moon,4
1,"Harry Potter Series Box Set (Harry Potter, #1-7)",5
2,The Time Traveler's Wife,5
2,My Sister's Keeper,4
2,"Casino Royale (James Bond, #1)",5
2,Ben-Hur: A Tale of the Christ,3
2,"The Hunger Games (The Hunger Games, #1)",4
2,The Big Knockover: Selected Stories and Short Novels,4
2,"From Russia With Love (James Bond, #5)",5
2,"A Dance with Dragons (A Song of Ice and Fire, #5)",5
2,Pride and Prejudice,5
2,Fight Club,5
2,"At Risk (Winston Garano, #1)",3
2,The Big Short: Inside the Doomsday Machine,4
2,The Orphan Master's Son,4
2,The Dogs of Babel,5
2,The Tale of Despereaux,4
2,"The Three Musketeers (The D'Artagnan Romances, #1)",5
2,Anne Frank: The Diary of a Young Girl,4
2,"The Big Sleep (Philip Marlowe, #1)",4
2,The Gargoyle,5
2,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
2,Life of Pi,5
2,All Quiet on the Western Front,5
2,Secrets of Power Negotiating: Inside Secrets from a Master Negotiator,4
2,How Starbucks Saved My Life: A Son of Privilege Learns to Live Like Everyone Else,4
2,The Elephanta Suite,5
2,"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",3
2,"Dune (Dune Chronicles, #1)",5
2,"The Power of One (The Power of One, #1)",5
2,"Angels & Demons (Robert Langdon, #1)",4
2,"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",4
2,"Catch-22 (Catch-22, #1)",5
2,Milagros: Girl from Away,3
2,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy, #1-5)",4
2,"Firefly Lane (Firefly Lane, #1)",4
2,1776,5
2,"A Feast for Crows (A Song of Ice and Fire, #4)",4
2,A Visit from the Goon Squad,5
2,"Live and Let Die (James Bond, #2)",3
2,"The Girl Who Played with Fire (Millennium, #2)",4
2,"Catching Fire (The Hunger Games, #2)",5
2,One Day,5
2,A Clockwork Orange,5
2,"The Da Vinci Code (Robert Langdon, #2)",5
2,Jane Eyre,5
2,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",4
2,Red Phoenix (Red Phoenix #1),4
2,"A Game of Thrones (A Song of Ice and Fire, #1)",5
2,Othello,5
2,"Postmortem (Kay Scarpetta, #1)",4
2,"Meaning No Offense: Being Some of the Life, Adventures and Opinions of Trader Riddell, an Old Book Reviewer, in the Dark Continent of Contemporary Literature; Including an Assortment of Strange Interviews and Literary Follies",4
2,"Ready Player One (Ready Player One, #1)",4
2,Oliver Twist,5
3,The Ruby Programming Language,5
3,Pro CSS and HTML Design Patterns,3
3,Pro Active Record: Databases with Ruby and Rails,2
3,Pro JavaScript Design Patterns,3
3,"Cooking with Fernet Branca (Gerald Samper, #1)",5
3,The Ruby Way: Solutions and Techniques in Ruby Programming,4
3,CSS Mastery: Advanced Web Standards Solutions,4
3,Transcending CSS: The Fine Art of Web Design,5
3,The Rails Way,4
3,Refactoring HTML: Improving the Design of Existing Web Applications,3
3,Getting Things Done: The Art of Stress-Free Productivity,4
3,Souvenir of Canada,3
3,London: City Guide,3
3,MySQL in a Nutshell,3
3,"The Good Earth (House of Earth, #1)",5
3,Running Xen: A Hands-On Guide to the Art of Virtualization,3
3,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",3
3,JavaScript: The Good Parts,5
3,Buddhism Plain and Simple,4
3,JavaScript: The Definitive Guide,4
3,The Selfish Gene,5
3,MySQL Phrasebook,1
3,MySQL Database Design and Tuning,5
3,MySQL Cookbook,3
3,MySQL Administrator's Guide and Language Reference,4
3,Agile Web Development with Rails,4
3,Learning the Yahoo! User Interface Library,2
3,Ruby by Example: Concepts and Code,2
3,The 33 Strategies of War,4
3,Pragmatic Version Control: Using Subversion,3
3,How Everything Works: Making Physics Out of the Ordinary,4
3,How To Master The Sport of Darts,1
3,The Martian,5
3,100 Ways to Take Better Portrait Photographs,3
3,"Does Anything Eat Wasps?: And 101 Other Unsettling, Witty Answers to Questions You Never Thought You Wanted to Ask",3
3,Pragmatic Ajax: A Web 2.0 Primer,2
3,No One Cares What You Had for Lunch: 100 Ideas for Your Blog,3
3,Working With TCP Sockets,5
3,The Little Prince,5
3,"High Performance MySQL: Optimization, Backups, Replication, and More",5
3,Oxford Rhyming Dictionary,5
3,Storage (Chic Simple),2
3,Steve Jobs,5
3,"High Performance MySQL: Optimization, Backups, Replication & Load Balancing",4
4,"Jasmine Toguchi, Flamingo Keeper",4
4,"Good Night, Gorilla",5
4,Hippos Go Berserk!,5
4,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",4
4,"The Magician's Nephew (Chronicles of Narnia, #6)",4
4,Llama Llama Home with Mama,5
5,The Secret Garden,5
5,Remarkable Women of California,5
5,The Forsyte Saga,5
5,"The Crystal Cave (Arthurian Saga, #1)",4
5,"Me Before You (Me Before You, #1)",5
5,The Wind-Up Bird Chronicle,3
5,A Tramp Abroad,4
5,The Wind in the Willows,5
5,Legacy of the Dog: The Ultimate Illustrated Guide to Over 200 Breeds,5
5,Letters to a Young Poet,5
5,Sex and the City,3
5,A Tree Grows in Brooklyn,5
5,Immediate Family,4
5,The Adventures of Tom Sawyer,5
5,"Eat, Pray, Love",3
5,Gone with the Wind,3
5,Me Talk Pretty One Day,4
5,Les Misérables,5
5,"The Wizard of Oz (Oz, #1)",4
5,The Alchemist,5
5,Seven Days in the Art World,5
5,The Witches,5
5,The Crimson Fairy Book,5
5,The Witch of Blackbird Pond,5
5,Memoirs of a Geisha,5
5,The Secret History,5
5,Amy's Eyes,4
5,Suite Française,4
5,The Age of Earthquakes: A Guide to the Extreme Present,5
5,Selected Papers On Scanning Acoustic Microscopy,5
5,Candide,5
5,The Martian Chronicles,5
5,Amsterdam,5
5,If on a Winter's Night a Traveler,5
5,Clea (The Alexandria Quartet #4),5
